file, sw2, lvc_size, base_size, enhance_size, enhancement_ratio,psnr_avg
SOCCER_LCEVC_VVC_SW2-4_QP22_2025-06-28_14-44-14.lvc, 4, 3986900,316446,3670454,92.0629%,42.55
SOCCER_LCEVC_VVC_SW2-100_QP22_2025-06-28_14-44-23.lvc, 100, 4254756,316446,3938310,92.5625%,42.84
SOCCER_LCEVC_VVC_SW2-200_QP22_2025-06-28_14-44-32.lvc, 200, 4439770,316446,4123324,92.8725%,43.03
SOCCER_LCEVC_VVC_SW2-300_QP22_2025-06-28_14-44-41.lvc, 300, 4470901,316446,4154455,92.9221%,43.09
SOCCER_LCEVC_VVC_SW2-400_QP22_2025-06-28_14-44-50.lvc, 400, 4370441,316446,4053995,92.7594%,42.98
SOCCER_LCEVC_VVC_SW2-500_QP22_2025-06-28_14-44-59.lvc, 500, 4151158,316446,3834712,92.3769%,42.72
SOCCER_LCEVC_VVC_SW2-600_QP22_2025-06-28_14-45-08.lvc, 600, 3871789,316446,3555343,91.8269%,42.46
SOCCER_LCEVC_VVC_SW2-700_QP22_2025-06-28_14-45-17.lvc, 700, 3517551,316446,3201105,91.0038%,41.96
SOCCER_LCEVC_VVC_SW2-800_QP22_2025-06-28_14-45-26.lvc, 800, 3135009,316446,2818563,89.9061%,41.51
SOCCER_LCEVC_VVC_SW2-900_QP22_2025-06-28_14-45-34.lvc, 900, 2751144,316446,2434698,88.4977%,40.84
SOCCER_LCEVC_VVC_SW2-1000_QP22_2025-06-28_14-45-43.lvc, 1000, 2410954,316446,2094508,86.8747%,40.27
SOCCER_LCEVC_VVC_SW2-1100_QP22_2025-06-28_14-45-51.lvc, 1100, 2071671,316446,1755225,84.7251%,39.61
SOCCER_LCEVC_VVC_SW2-1200_QP22_2025-06-28_14-46-00.lvc, 1200, 1560510,316446,1244064,79.7216%,39.05
SOCCER_LCEVC_VVC_SW2-1300_QP22_2025-06-28_14-46-08.lvc, 1300, 1315475,316446,999029,75.9444%,38.51
SOCCER_LCEVC_VVC_SW2-1400_QP22_2025-06-28_14-46-17.lvc, 1400, 1106429,316446,789983,71.3993%,37.94
SOCCER_LCEVC_VVC_SW2-1500_QP22_2025-06-28_14-46-25.lvc, 1500, 927854,316446,611408,65.8948%,37.39
SOCCER_LCEVC_VVC_SW2-1600_QP22_2025-06-28_14-46-33.lvc, 1600, 783993,316446,467547,59.6366%,36.91
SOCCER_LCEVC_VVC_SW2-1700_QP22_2025-06-28_14-46-41.lvc, 1700, 675518,316446,359072,53.1551%,36.44
SOCCER_LCEVC_VVC_SW2-1800_QP22_2025-06-28_14-46-49.lvc, 1800, 582152,316446,265706,45.6420%,36.08
SOCCER_LCEVC_VVC_SW2-1900_QP22_2025-06-28_14-46-57.lvc, 1900, 518688,316446,202242,38.9911%,35.70
SOCCER_LCEVC_VVC_SW2-2000_QP22_2025-06-28_14-47-05.lvc, 2000, 471973,316446,155527,32.9525%,35.39
SOCCER_LCEVC_VVC_SW2-2100_QP22_2025-06-28_14-47-13.lvc, 2100, 435617,316446,119171,27.3568%,35.08
SOCCER_LCEVC_VVC_SW2-2200_QP22_2025-06-28_14-47-21.lvc, 2200, 407062,316446,90616,22.2610%,34.78
SOCCER_LCEVC_VVC_SW2-2300_QP22_2025-06-28_14-47-29.lvc, 2300, 386771,316446,70325,18.1826%,34.55
SOCCER_LCEVC_VVC_SW2-2400_QP22_2025-06-28_14-47-38.lvc, 2400, 371442,316446,54996,14.8061%,34.33
SOCCER_LCEVC_VVC_SW2-2500_QP22_2025-06-28_14-47-46.lvc, 2500, 360099,316446,43653,12.1225%,34.15
SOCCER_LCEVC_VVC_SW2-2600_QP22_2025-06-28_14-47-54.lvc, 2600, 352162,316446,35716,10.1419%,34.02
SOCCER_LCEVC_VVC_SW2-2700_QP22_2025-06-28_14-48-02.lvc, 2700, 346579,316446,30133,8.6944%,33.90
SOCCER_LCEVC_VVC_SW2-2800_QP22_2025-06-28_14-48-10.lvc, 2800, 342103,316446,25657,7.4998%,33.79
SOCCER_LCEVC_VVC_SW2-2900_QP22_2025-06-28_14-48-18.lvc, 2900, 338848,316446,22402,6.6112%,33.67
SOCCER_LCEVC_VVC_SW2-3000_QP22_2025-06-28_14-48-26.lvc, 3000, 336417,316446,19971,5.9364%,33.54
SOCCER_LCEVC_VVC_SW2-3100_QP22_2025-06-28_14-48-34.lvc, 3100, 334666,316446,18220,5.4442%,33.43
SOCCER_LCEVC_VVC_SW2-3200_QP22_2025-06-28_14-48-42.lvc, 3200, 333485,316446,17039,5.1094%,33.34
SOCCER_LCEVC_VVC_SW2-3300_QP22_2025-06-28_14-48-50.lvc, 3300, 332633,316446,16187,4.8663%,33.30
SOCCER_LCEVC_VVC_SW2-3400_QP22_2025-06-28_14-48-58.lvc, 3400, 332181,316446,15735,4.7369%,33.25
SOCCER_LCEVC_VVC_SW2-3500_QP22_2025-06-28_14-49-06.lvc, 3500, 331840,316446,15394,4.6390%,33.23
SOCCER_LCEVC_VVC_SW2-3600_QP22_2025-06-28_14-49-14.lvc, 3600, 331751,316446,15305,4.6134%,33.19
SOCCER_LCEVC_VVC_SW2-3700_QP22_2025-06-28_14-49-22.lvc, 3700, 331694,316446,15248,4.5970%,33.15
SOCCER_LCEVC_VVC_SW2-3800_QP22_2025-06-28_14-49-30.lvc, 3800, 331651,316446,15205,4.5846%,33.14
SOCCER_LCEVC_VVC_SW2-3900_QP22_2025-06-28_14-49-38.lvc, 3900, 331618,316446,15172,4.5751%,33.12
SOCCER_LCEVC_VVC_SW2-4000_QP22_2025-06-28_14-49-46.lvc, 4000, 331593,316446,15147,4.5679%,33.11
SOCCER_LCEVC_VVC_SW2-4100_QP22_2025-06-28_14-49-54.lvc, 4100, 331587,316446,15141,4.5662%,33.10
SOCCER_LCEVC_VVC_SW2-4200_QP22_2025-06-28_14-50-01.lvc, 4200, 331587,316446,15141,4.5662%,33.10
SOCCER_LCEVC_VVC_SW2-4300_QP22_2025-06-28_14-50-10.lvc, 4300, 331587,316446,15141,4.5662%,33.10
SOCCER_LCEVC_VVC_SW2-4400_QP22_2025-06-28_14-50-18.lvc, 4400, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-4500_QP22_2025-06-28_14-50-26.lvc, 4500, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-4600_QP22_2025-06-28_14-50-34.lvc, 4600, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-4700_QP22_2025-06-28_14-50-42.lvc, 4700, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-4800_QP22_2025-06-28_14-50-50.lvc, 4800, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-4900_QP22_2025-06-28_14-50-58.lvc, 4900, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-5000_QP22_2025-06-28_14-51-06.lvc, 5000, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-5100_QP22_2025-06-28_14-51-14.lvc, 5100, 3112043,316446,2795597,89.8316%,9.00
SOCCER_LCEVC_VVC_SW2-5200_QP22_2025-06-28_14-51-23.lvc, 5200, 3619706,316446,3303260,91.2577%,9.06
SOCCER_LCEVC_VVC_SW2-5300_QP22_2025-06-28_14-51-32.lvc, 5300, 3587665,316446,3271219,91.1796%,9.16
SOCCER_LCEVC_VVC_SW2-5400_QP22_2025-06-28_14-51-41.lvc, 5400, 3742012,316446,3425566,91.5434%,9.03
SOCCER_LCEVC_VVC_SW2-5500_QP22_2025-06-28_14-51-49.lvc, 5500, 3895427,316446,3578981,91.8765%,9.16
SOCCER_LCEVC_VVC_SW2-5600_QP22_2025-06-28_14-51-58.lvc, 5600, 1151876,316446,835430,72.5278%,11.51
SOCCER_LCEVC_VVC_SW2-5700_QP22_2025-06-28_14-52-07.lvc, 5700, 1102889,316446,786443,71.3075%,11.60
SOCCER_LCEVC_VVC_SW2-5800_QP22_2025-06-28_14-52-15.lvc, 5800, 1046567,316446,730121,69.7634%,11.24
SOCCER_LCEVC_VVC_SW2-5900_QP22_2025-06-28_14-52-23.lvc, 5900, 683125,316446,366679,53.6767%,8.30
SOCCER_LCEVC_VVC_SW2-6000_QP22_2025-06-28_14-52-31.lvc, 6000, 774623,316446,458177,59.1484%,8.72
SOCCER_LCEVC_VVC_SW2-6100_QP22_2025-06-28_14-52-39.lvc, 6100, 795478,316446,479032,60.2194%,8.74
SOCCER_LCEVC_VVC_SW2-6200_QP22_2025-06-28_14-52-47.lvc, 6200, 795543,316446,479097,60.2226%,8.73
SOCCER_LCEVC_VVC_SW2-6300_QP22_2025-06-28_14-52-56.lvc, 6300, 877144,316446,560698,63.9231%,8.98
SOCCER_LCEVC_VVC_SW2-6400_QP22_2025-06-28_14-53-04.lvc, 6400, 811954,316446,495508,61.0266%,9.05
SOCCER_LCEVC_VVC_SW2-6500_QP22_2025-06-28_14-53-12.lvc, 6500, 900300,316446,583854,64.8510%,8.97
SOCCER_LCEVC_VVC_SW2-6600_QP22_2025-06-28_14-53-20.lvc, 6600, 793039,316446,476593,60.0970%,8.76
SOCCER_LCEVC_VVC_SW2-6700_QP22_2025-06-28_14-53-28.lvc, 6700, 2990551,316446,2674105,89.4185%,9.50
SOCCER_LCEVC_VVC_SW2-6800_QP22_2025-06-28_14-53-37.lvc, 6800, 333916,316446,17470,5.2319%,33.10
SOCCER_LCEVC_VVC_SW2-6900_QP22_2025-06-28_14-53-44.lvc, 6900, 342516,316446,26070,7.6113%,10.41
SOCCER_LCEVC_VVC_SW2-7000_QP22_2025-06-28_14-53-52.lvc, 7000, 694568,316446,378122,54.4399%,9.14
SOCCER_LCEVC_VVC_SW2-7100_QP22_2025-06-28_14-54-00.lvc, 7100, 343127,316446,26681,7.7758%,33.10
SOCCER_LCEVC_VVC_SW2-7200_QP22_2025-06-28_14-54-08.lvc, 7200, 355292,316446,38846,10.9335%,10.02
SOCCER_LCEVC_VVC_SW2-7300_QP22_2025-06-28_14-54-16.lvc, 7300, 698787,316446,382341,54.7150%,8.91
SOCCER_LCEVC_VVC_SW2-7400_QP22_2025-06-28_14-54-25.lvc, 7400, 695952,316446,379506,54.5305%,8.91
SOCCER_LCEVC_VVC_SW2-7500_QP22_2025-06-28_14-54-33.lvc, 7500, 4426288,316446,4109842,92.8508%,9.97
SOCCER_LCEVC_VVC_SW2-7600_QP22_2025-06-28_14-54-42.lvc, 7600, 710714,316446,394268,55.4749%,8.72
SOCCER_LCEVC_VVC_SW2-7700_QP22_2025-06-28_14-54-50.lvc, 7700, 698632,316446,382186,54.7049%,9.34
SOCCER_LCEVC_VVC_SW2-7800_QP22_2025-06-28_14-54-58.lvc, 7800, 806995,316446,490549,60.7871%,8.96
SOCCER_LCEVC_VVC_SW2-7900_QP22_2025-06-28_14-55-06.lvc, 7900, 331576,316446,15130,4.5631%,33.10
SOCCER_LCEVC_VVC_SW2-8000_QP22_2025-06-28_14-55-14.lvc, 8000, 688433,316446,371987,54.0339%,8.66
SOCCER_LCEVC_VVC_SW2-8100_QP22_2025-06-28_14-55-22.lvc, 8100, 704922,316446,388476,55.1091%,8.68
SOCCER_LCEVC_VVC_SW2-8200_QP22_2025-06-28_14-55-30.lvc, 8200, 694961,316446,378515,54.4656%,8.68
SOCCER_LCEVC_VVC_SW2-8300_QP22_2025-06-28_14-55-38.lvc, 8300, 688433,316446,371987,54.0339%,8.66
SOCCER_LCEVC_VVC_SW2-8400_QP22_2025-06-28_14-55-46.lvc, 8400, 688433,316446,371987,54.0339%,8.66
SOCCER_LCEVC_VVC_SW2-8500_QP22_2025-06-28_14-55-54.lvc, 8500, 700149,316446,383703,54.8030%,8.92
SOCCER_LCEVC_VVC_SW2-8600_QP22_2025-06-28_14-56-03.lvc, 8600, 698658,316446,382212,54.7066%,8.90
SOCCER_LCEVC_VVC_SW2-8700_QP22_2025-06-28_14-56-11.lvc, 8700, 809139,316446,492693,60.8910%,9.29
SOCCER_LCEVC_VVC_SW2-8800_QP22_2025-06-28_14-56-19.lvc, 8800, 693882,316446,377436,54.3948%,8.86
SOCCER_LCEVC_VVC_SW2-8900_QP22_2025-06-28_14-56-27.lvc, 8900, 1009765,316446,693319,68.6614%,11.54
SOCCER_LCEVC_VVC_SW2-9000_QP22_2025-06-28_14-56-35.lvc, 9000, 706922,316446,390476,55.2361%,8.57
SOCCER_LCEVC_VVC_SW2-9100_QP22_2025-06-28_14-56-43.lvc, 9100, 706967,316446,390521,55.2389%,8.57
SOCCER_LCEVC_VVC_SW2-9200_QP22_2025-06-28_14-56-51.lvc, 9200, 685067,316446,368621,53.8080%,8.54
SOCCER_LCEVC_VVC_SW2-9300_QP22_2025-06-28_14-56-59.lvc, 9300, 662974,316446,346528,52.2687%,8.67
SOCCER_LCEVC_VVC_SW2-9400_QP22_2025-06-28_14-57-07.lvc, 9400, 676404,316446,359958,53.2164%,9.55
SOCCER_LCEVC_VVC_SW2-9500_QP22_2025-06-28_14-57-15.lvc, 9500, 676747,316446,360301,53.2401%,9.55
SOCCER_LCEVC_VVC_SW2-9600_QP22_2025-06-28_14-57-24.lvc, 9600, 345913,316446,29467,8.5186%,10.67
SOCCER_LCEVC_VVC_SW2-9700_QP22_2025-06-28_14-57-32.lvc, 9700, 342759,316446,26313,7.6768%,10.58
SOCCER_LCEVC_VVC_SW2-9800_QP22_2025-06-28_14-57-40.lvc, 9800, 342692,316446,26246,7.6588%,10.58
SOCCER_LCEVC_VVC_SW2-9900_QP22_2025-06-28_14-57-48.lvc, 9900, 342692,316446,26246,7.6588%,10.58
